0.000000	1.570796
0.016667	1.554130
0.033333	1.537468
0.050000	1.520815
0.066667	1.504176
0.083333	1.487554
0.100000	1.470955
0.116667	1.454383
0.133333	1.437843
0.150000	1.421339
0.166667	1.404876
0.183333	1.388458
0.200000	1.372088
0.216667	1.355772
0.233333	1.339514
0.250000	1.323317
0.266667	1.307186
0.283333	1.291125
0.300000	1.275137
0.316667	1.259226
0.333333	1.243396
0.350000	1.227650
0.366667	1.211992
0.383333	1.196425
0.400000	1.180953
0.416667	1.165578
0.433333	1.150303
0.450000	1.135132
0.466667	1.120066
0.483333	1.105110
0.500000	1.090265
0.516667	1.075533
0.533333	1.060918
0.550000	1.046420
0.566667	1.032043
0.583333	1.017789
0.600000	1.003658
0.616667	0.989653
0.633333	0.975776
0.650000	0.962028
0.666667	0.948409
0.683333	0.934923
0.700000	0.921569
0.716667	0.908349
0.733333	0.895264
0.750000	0.882314
0.766667	0.869501
0.783333	0.856824
0.800000	0.844285
0.816667	0.831885
0.833333	0.819622
0.850000	0.807499
0.866667	0.795514
0.883333	0.783668
0.900000	0.771961
0.916667	0.760393
0.933333	0.748964
0.950000	0.737674
0.966667	0.726522
0.983333	0.715508
1.000000	0.704632
1.016667	0.693893
1.033333	0.683291
1.050000	0.672825
1.066667	0.662495
1.083333	0.652299
1.100000	0.642238
1.116667	0.632310
1.133333	0.622515
1.150000	0.612852
1.166667	0.603319
1.183333	0.593917
1.200000	0.584644
1.216667	0.575498
1.233333	0.566480
1.250000	0.557588
1.266667	0.548821
1.283333	0.540178
1.300000	0.531657
1.316667	0.523258
1.333333	0.514980
1.350000	0.506820
1.366667	0.498779
1.383333	0.490855
1.400000	0.483047
1.416667	0.475353
1.433333	0.467772
1.450000	0.460304
1.466667	0.452946
1.483333	0.445698
1.500000	0.438558
1.516667	0.431525
1.533333	0.424598
1.550000	0.417775
1.566667	0.411056
1.583333	0.404438
1.600000	0.397922
1.616667	0.391505
1.633333	0.385186
1.650000	0.378964
1.666667	0.372837
1.683333	0.366805
1.700000	0.360867
1.716667	0.355020
1.733333	0.349264
1.750000	0.343598
1.766667	0.338020
1.783333	0.332529
1.800000	0.327124
1.816667	0.321803
1.833333	0.316567
1.850000	0.311412
1.866667	0.306339
1.883333	0.301346
1.900000	0.296432
1.916667	0.291596
1.933333	0.286836
1.950000	0.282152
1.966667	0.277543
1.983333	0.273006
2.000000	0.268542
2.016667	0.264150
2.033333	0.259827
2.050000	0.255574
2.066667	0.251389
2.083333	0.247271
2.100000	0.243219
2.116667	0.239232
2.133333	0.235309
2.150000	0.231450
2.166667	0.227652
2.183333	0.223916
2.200000	0.220240
2.216667	0.216624
2.233333	0.213066
2.250000	0.209565
2.266667	0.206121
2.283333	0.202733
2.300000	0.199400
2.316667	0.196121
2.333333	0.192896
2.350000	0.189722
2.366667	0.186600
2.383333	0.183529
2.400000	0.180508
2.416667	0.177537
2.433333	0.174613
2.450000	0.171737
2.466667	0.168909
2.483333	0.166126
2.500000	0.163389
2.516667	0.160696
2.533333	0.158048
2.550000	0.155442
2.566667	0.152880
2.583333	0.150359
2.600000	0.147879
2.616667	0.145440
2.633333	0.143041
2.650000	0.140682
2.666667	0.138361
2.683333	0.136078
2.700000	0.133832
2.716667	0.131624
2.733333	0.129451
2.750000	0.127315
2.766667	0.125213
2.783333	0.123146
2.800000	0.121113
2.816667	0.119113
2.833333	0.117146
2.850000	0.115211
2.866667	0.113308
2.883333	0.111437
2.900000	0.109596
2.916667	0.107786
2.933333	0.106005
2.950000	0.104254
2.966667	0.102531
2.983333	0.100837
3.000000	0.099171
3.016667	0.097532
3.033333	0.095920
3.050000	0.094335
3.066667	0.092776
3.083333	0.091243
3.100000	0.089734
3.116667	0.088251
3.133333	0.086792
3.150000	0.085358
3.166667	0.083946
3.183333	0.082559
3.200000	0.081194
3.216667	0.079851
3.233333	0.078531
3.250000	0.077232
3.266667	0.075955
3.283333	0.074699
3.300000	0.073464
3.316667	0.072249
3.333333	0.071054
3.350000	0.069879
3.366667	0.068724
3.383333	0.067587
3.400000	0.066469
3.416667	0.065370
3.433333	0.064289
3.450000	0.063225
3.466667	0.062179
3.483333	0.061151
3.500000	0.060139
3.516667	0.059145
3.533333	0.058166
3.550000	0.057204
3.566667	0.056258
3.583333	0.055327
3.600000	0.054412
3.616667	0.053512
3.633333	0.052626
3.650000	0.051756
3.666667	0.050899
3.683333	0.050057
3.700000	0.049229
3.716667	0.048415
3.733333	0.047614
3.750000	0.046826
3.766667	0.046051
3.783333	0.045289
3.800000	0.044540
3.816667	0.043803
3.833333	0.043078
3.850000	0.042365
3.866667	0.041664
3.883333	0.040975
3.900000	0.040297
3.916667	0.039630
3.933333	0.038974
3.950000	0.038329
3.966667	0.037695
3.983333	0.037071
4.000000	0.036458
4.016667	0.035855
4.033333	0.035261
4.050000	0.034678
4.066667	0.034104
4.083333	0.033540
4.100000	0.032984
4.116667	0.032439
4.133333	0.031902
4.150000	0.031374
4.166667	0.030855
4.183333	0.030344
4.200000	0.029842
4.216667	0.029348
4.233333	0.028862
4.250000	0.028385
4.266667	0.027915
4.283333	0.027453
4.300000	0.026999
4.316667	0.026552
4.333333	0.026112
4.350000	0.025680
4.366667	0.025255
4.383333	0.024837
4.400000	0.024426
4.416667	0.024022
4.433333	0.023624
4.450000	0.023233
4.466667	0.022849
4.483333	0.022471
4.500000	0.022099
4.516667	0.021733
4.533333	0.021373
4.550000	0.021020
4.566667	0.020672
4.583333	0.020330
4.600000	0.019993
4.616667	0.019662
4.633333	0.019337
4.650000	0.019017
4.666667	0.018702
4.683333	0.018393
4.700000	0.018088
4.716667	0.017789
4.733333	0.017494
4.750000	0.017205
4.766667	0.016920
4.783333	0.016640
4.800000	0.016365
4.816667	0.016094
4.833333	0.015827
4.850000	0.015566
4.866667	0.015308
4.883333	0.015055
4.900000	0.014805
4.916667	0.014560
4.933333	0.014319
4.950000	0.014082
4.966667	0.013849
4.983333	0.013620
5.000000	0.013395
5.016667	0.013173
5.033333	0.012955
5.050000	0.012740
5.066667	0.012530
5.083333	0.012322
5.100000	0.012118
5.116667	0.011918
5.133333	0.011720
5.150000	0.011526
5.166667	0.011336
5.183333	0.011148
5.200000	0.010964
5.216667	0.010782
5.233333	0.010604
5.250000	0.010428
5.266667	0.010256
5.283333	0.010086
5.300000	0.009919
5.316667	0.009755
5.333333	0.009593
5.350000	0.009434
5.366667	0.009278
5.383333	0.009125
5.400000	0.008974
5.416667	0.008825
5.433333	0.008679
5.450000	0.008535
5.466667	0.008394
5.483333	0.008255
5.500000	0.008119
5.516667	0.007984
5.533333	0.007852
5.550000	0.007722
5.566667	0.007594
5.583333	0.007469
5.600000	0.007345
5.616667	0.007223
5.633333	0.007104
5.650000	0.006986
5.666667	0.006871
5.683333	0.006757
5.700000	0.006645
5.716667	0.006535
5.733333	0.006427
5.750000	0.006321
5.766667	0.006216
5.783333	0.006113
5.800000	0.006012
5.816667	0.005912
5.833333	0.005815
5.850000	0.005718
5.866667	0.005624
5.883333	0.005531
5.900000	0.005439
5.916667	0.005349
5.933333	0.005260
5.950000	0.005173
5.966667	0.005088
5.983333	0.005004
6.000000	0.004921
6.016667	0.004839
6.033333	0.004759
6.050000	0.004680
6.066667	0.004603
6.083333	0.004527
6.100000	0.004452
6.116667	0.004378
6.133333	0.004306
6.150000	0.004234
6.166667	0.004164
6.183333	0.004095
6.200000	0.004028
6.216667	0.003961
6.233333	0.003895
6.250000	0.003831
6.266667	0.003768
6.283333	0.003705
6.300000	0.003644
6.316667	0.003584
6.333333	0.003524
6.350000	0.003466
6.366667	0.003409
6.383333	0.003352
6.400000	0.003297
6.416667	0.003242
6.433333	0.003188
6.450000	0.003136
6.466667	0.003084
6.483333	0.003033
6.500000	0.002983
6.516667	0.002933
6.533333	0.002885
6.550000	0.002837
6.566667	0.002790
6.583333	0.002744
6.600000	0.002698
6.616667	0.002654
6.633333	0.002610
6.650000	0.002567
6.666667	0.002524
6.683333	0.002482
6.700000	0.002441
6.716667	0.002401
6.733333	0.002361
6.750000	0.002322
6.766667	0.002284
6.783333	0.002246
6.800000	0.002209
6.816667	0.002172
6.833333	0.002136
